Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
BUENOS AIRES,Pehuajo,Francisco Madero,,,SI,,SI,SI,SI,SI,
BUENOS AIRES,Pehuajo,Inocencio Sosa,,,,,,,,SI,
BUENOS AIRES,Pehuajo,Juan Jose Paso,,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Pehuajo,Magdala,,,,,,,SI,SI,
BUENOS AIRES,Pehuajo,Mones Cazon,,,,,SI,SI,SI,SI,
BUENOS AIRES,Pehuajo,Nueva Plata,,,,,,,SI,SI,
BUENOS AIRES,Pehuajo,Pehuajo,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Pehuajo,San Bernardo (Est. Guanaco),,,,,,,SI,SI,
BUENOS AIRES,Pehuajo,San Esteban,,,,,,,,SI,
BUENOS AIRES,Pellegrini,Bocayuva,,,,,SI,,,,
BUENOS AIRES,Pellegrini,De Bary,,,,,,,,,
BUENOS AIRES,Pellegrini,Pellegrini,SI,SI,SI,,SI,SI,SI,SI,SI
BUENOS AIRES,Pergamino,Acevedo,SI,SI,,,SI,SI,SI,SI,
BUENOS AIRES,Pergamino,Fontezuela,SI,,,SI,,,SI,SI,
BUENOS AIRES,Pergamino,Guerrico,,SI,,,SI,SI,,SI,
BUENOS AIRES,La Matanza,Ciudad Evita,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,La Matanza,Gonzalez Catan,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,La Matanza,Gregorio De Laferrere,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,La Matanza,Isidro Casanova,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,La Matanza,La Tablada,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,La Matanza,Lomas Del Mirador,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Pergamino,Juan A. de la Peña,,,,,,,,SI,
BUENOS AIRES,Pergamino,Juan Anchorena (Est. Urquiza),SI,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Pergamino,La Violeta,SI,,,,SI,SI,SI,,
BUENOS AIRES,Pergamino,Manuel Ocampo,,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Pergamino,Mariano Benitez,,,,,,,SI,,
BUENOS AIRES,Pergamino,Mariano H. Alfonzo (Est. San Patricio),,,,,SI,SI,,,SI
BUENOS AIRES,Pergamino,Pergamino,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Pergamino,Pinzon,,,,,,,,SI,
BUENOS AIRES,Pergamino,Rancagua,SI,,,SI,SI,,SI,,SI
BUENOS AIRES,Pergamino,Villa Angelica (Est. El Socorro),,,,,SI,SI,,,
BUENOS AIRES,Pergamino,Villa San Jose,,,,SI,,,SI,,
BUENOS AIRES,Pila,Casalins,,,,,,SI,,SI,
BUENOS AIRES,Pila,Pila,,,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Tres De Febrero,Villa Raffo,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Tres Lomas,Ingeniero Thompson,,,,,,,SI,,
BUENOS AIRES,Tres Lomas,Tres Lomas,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Vicente Lopez,Carapachay,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Vicente Lopez,Florida,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Vicente Lopez,Florida Oeste,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Vicente Lopez,La Lucila,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Vicente Lopez,Munro,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Vicente Lopez,Olivos,SI,SI,SI,SI,SI,SI,SI,,SI
BUENOS AIRES,Vicente Lopez,Vicente Lopez,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Vicente Lopez,Villa Adelina,,SI,,SI,SI,SI,,,
BUENOS AIRES,Vicente Lopez,Villa Martelli,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Villa Gesell,Mar Azul,,,,,SI,SI,SI,,
BUENOS AIRES,Villa Gesell,Mar De Las Pampas,,,,,SI,SI,,,
BUENOS AIRES,Villa Gesell,Villa Gesell,SI,,,SI,SI,SI,SI,,
BUENOS AIRES,Villarino,Argerich,,,,,,,SI,SI,
BUENOS AIRES,Villarino,Colonia San Adolfo,,,,,,,,,
BUENOS AIRES,Villarino,Country Los Medanos,,,,,,,,SI,
BUENOS AIRES,Villarino,Hilario Ascasubi,,,,,SI,SI,SI,,
BUENOS AIRES,Villarino,Juan Couste (Est. Algarrobo),,,SI,,SI,SI,SI,SI,
BUENOS AIRES,Villarino,Mayor Buratovich,SI,,,SI,SI,SI,SI,,
BUENOS AIRES,Villarino,Medanos,SI,SI,SI,,SI,SI,SI,SI,
BUENOS AIRES,Villarino,Pedro Luro,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Villarino,Teniente Origone,,,,,SI,,SI,SI,
BUENOS AIRES,Zarate,Barrio Saavedra,,,,,SI,SI,,,
BUENOS AIRES,Zarate,Country Club El Casco,,,,,SI,SI,,,
BUENOS AIRES,Zarate,Escalada,,,,,,,,,
BUENOS AIRES,Zarate,Lima,SI,,,SI,SI,SI,SI,,SI
MENDOZA,Lavalle,Las Violetas,,,,,,,,,
MENDOZA,Lavalle,Villa Tulumaya,,,,SI,SI,SI,,SI,
CABA,COMUNA 01,SAN TELMO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Marcos Juarez,Guatimozin,SI,,,,SI,SI,,SI,SI
CORDOBA,Marcos Juarez,Inriville,SI,,,,SI,SI,SI,SI,
CORDOBA,Marcos Juarez,Isla Verde,SI,SI,,SI,SI,SI,SI,,
CORDOBA,Marcos Juarez,Leones,SI,SI,,SI,SI,SI,SI,SI,
CORDOBA,Pocho,Taninga,,,,,,,,SI,
CORDOBA,Pocho,Villa de Pocho,,,,,SI,,SI,SI,
BUENOS AIRES,La Matanza,Rafael Castillo,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,La Matanza,Ramos Mejia,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,La Matanza,San Justo,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,La Matanza,Tapiales,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,La Matanza,Villa Eduardo Madero,SI,SI,SI,SI,SI,SI,SI,SI,
SAN LUIS,Libertador Grl. San Martin,Las Chacras,,,,,,,,SI,SI
SAN LUIS,Libertador Grl. San Martin,Las Lagunas,,,,,,,,SI,
SAN LUIS,Libertador Grl. San Martin,Los Comederos,,,,,,,,,
SAN LUIS,Libertador Grl. San Martin,Mesilla Del Cura,,,,,,,,,
BUENOS AIRES,Zarate,Zarate,SI,SI,,SI,SI,SI,SI,SI,SI
CABA,COMUNA 01,CONSTITUCION,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Marcos Juarez,Los Surgentes,SI,,,SI,SI,SI,SI,,SI
CORDOBA,Marcos Juarez,Marcos Juarez,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Ensenada,Dique Nº 1,,,,,SI,SI,,,
BUENOS AIRES,Ensenada,Ensenada,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Ensenada,Isla Santiago (Oeste),,,,,SI,,,,
BUENOS AIRES,Ensenada,Punta Lara,,,,,SI,SI,,,
BUENOS AIRES,Ensenada,Villa Catela,,,,,SI,SI,,SI,
BUENOS AIRES,Escobar,Belen de Escobar,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Escobar,El cazador,,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Escobar,Garin,SI,SI,,SI,SI,SI,SI,SI,SI
CATAMARCA,El Alto,Vilisman,,,,,SI,,,,
BUENOS AIRES,Esteban Echeverria,El Jagüel,,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Esteban Echeverria,Luis Guillon,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Esteban Echeverria,Monte Grande,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Esteban Echeverria,Zona Aeropuerto Internacional Ezeiza,SI,,,,,,SI,,
BUENOS AIRES,Exaltacion de la Cruz,Arroyo de la Cruz,,,,,SI,SI,,SI,
BUENOS AIRES,Exaltacion de la Cruz,Capilla del Señor (Est. Capilla),SI,,SI,SI,SI,SI,SI,,
BUENOS AIRES,Exaltacion de la Cruz,Diego Gaynor,,,,,,,,,
BUENOS AIRES,Exaltacion de la Cruz,El Remanso,SI,,,,SI,SI,SI,SI,
BUENOS AIRES,Exaltacion de la Cruz,Los Cardales,SI,SI,SI,,SI,SI,SI,,SI
BUENOS AIRES,La Matanza,Villa Luzuriaga,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,La Matanza,Virrey Del Pino,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,La Plata,Abasto,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,La Plata,Angel Etcheverry,,SI,,,SI,SI,,SI,
BUENOS AIRES,La Plata,Arana,,,,,,,,SI,
BUENOS AIRES,La Plata,Arturo Segui,,SI,,,SI,SI,SI,,
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,,,,,,,,SI,
BUENOS AIRES,La Plata,Barrio El Peligro,SI,,,,SI,SI,SI,,
BUENOS AIRES,La Plata,Barrio Gambier,,,,,SI,SI,,SI,
BUENOS AIRES,La Plata,Barrio Las Malvinas,,,,,SI,SI,,,
BUENOS AIRES,La Plata,Barrio Las Quintas,,,,,SI,,,,
BUENOS AIRES,La Plata,Lomas de Copello,,,,,,,,,
BUENOS AIRES,La Plata,City Bell,,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,La Plata,Country Club El Rodeo,,,,,SI,SI,,,
BUENOS AIRES,La Plata,El Retiro,,,,SI,SI,SI,,,
BUENOS AIRES,La Plata,Esquina Negra,,,,,SI,SI,,,
BUENOS AIRES,La Plata,Ignacio Correas,,,,,,,,SI,
BUENOS AIRES,La Plata,Joaquin Gorina,,SI,,SI,SI,SI,SI,,
BUENOS AIRES,La Plata,Jose Hernandez,,SI,,SI,SI,SI,,,
BUENOS AIRES,La Plata,Jose Melchor Romero,,SI,,,SI,SI,,,
BUENOS AIRES,La Plata,La Cumbre,,,,,SI,SI,,SI,
BUENOS AIRES,La Plata,La Plata,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,La Plata,La Providencia,,,,,,,,,
BUENOS AIRES,La Plata,Lisandro Olmos,,SI,,,SI,SI,,,
BUENOS AIRES,La Plata,Los Hornos,,SI,,SI,SI,SI,,SI,
BUENOS AIRES,La Plata,Manuel B Gonnet,,SI,,SI,SI,SI,SI,,
BUENOS AIRES,La Plata,Poblet,,,,,,,,,
BUENOS AIRES,La Plata,Ringuelet,,SI,,SI,SI,SI,SI,,
BUENOS AIRES,La Plata,Rufino De Elizalde,,,,,SI,SI,,,
BUENOS AIRES,La Plata,ruta del sol,SI,,,,SI,SI,,,
BUENOS AIRES,La Plata,ruta del sol,SI,,,,SI,SI,,,
BUENOS AIRES,La Plata,Tolosa,,SI,,SI,SI,SI,SI,,
BUENOS AIRES,La Plata,Transradio,,,,,SI,SI,,,SI
BUENOS AIRES,La Plata,Villa Elisa,,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,La Plata,Villa Elvira,,SI,,SI,SI,SI,,SI,
BUENOS AIRES,La Plata,Villa Garibaldi,,,,,,,,SI,
BUENOS AIRES,La Plata,Villa Montoro,,,,,SI,SI,,SI,
BUENOS AIRES,Pilar,Pilar,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Pilar,Presidente Derqui,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Pilar,Roberto De Vicenzo,,,,,SI,SI,,,
BUENOS AIRES,Pilar,Santa Teresa,,,,,SI,SI,,,SI
BUENOS AIRES,Pilar,Tortuguitas,,,,SI,SI,SI,,SI,SI
BUENOS AIRES,Pilar,Villa Astolfi,,SI,,SI,SI,SI,,SI,
BUENOS AIRES,Pilar,Villa Rosa,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Pilar,Zelaya,SI,SI,,,SI,SI,SI,SI,
BUENOS AIRES,Pinamar,Carilo,,SI,,,SI,SI,,,
BUENOS AIRES,Pinamar,Ostende,,SI,,,SI,SI,,,
BUENOS AIRES,Pinamar,Pinamar,SI,SI,,SI,SI,SI,SI,,SI
BUENOS AIRES,Pinamar,Valeria Del Mar,,SI,,,SI,SI,,,
BUENOS AIRES,Presidente Peron,Barrio America Unida,,,,,SI,SI,,,
BUENOS AIRES,Presidente Peron,Guernica,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Puan,17 de Agosto,,,,,,,SI,,
BUENOS AIRES,Puan,Azopardo,,,,,,,,,
BUENOS AIRES,Puan,Bordenave,,,,SI,,,SI,SI,SI
BUENOS AIRES,Puan,Darregueira,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Puan,Puan,,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Puan,San German,,,,,,,SI,SI,
BUENOS AIRES,Puan,Villa Castelar (Est. Erize),,,,,,,SI,,
BUENOS AIRES,Puan,Villa Iris,,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Punta Indio,Alvarez Jonte,,,,,,,,,
BUENOS AIRES,Punta Indio,Las Tahonas,,,,,,,,,
BUENOS AIRES,Punta Indio,Pipinas,,SI,,,SI,SI,SI,,
BUENOS AIRES,Punta Indio,Punta Indio,,,,,,,SI,SI,
BUENOS AIRES,Punta Indio,Veronica,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Quilmes,Bernal,SI,SI,SI,SI,SI,SI,SI,,SI
BUENOS AIRES,Quilmes,Bernal Oeste,SI,SI,SI,SI,SI,SI,SI,,
CATAMARCA,Fray Mamerto Esquiu,La Carrera,,,,,,,,,SI
CATAMARCA,Fray Mamerto Esquiu,La Falda De San Antonio,,,,,,,,SI,
BUENOS AIRES,9 de Julio,Carlos Maria Naon,,,,,SI,SI,SI,,
BUENOS AIRES,9 de Julio,Dudignac,,,SI,,SI,SI,SI,SI,
BUENOS AIRES,9 de Julio,La Aurora (Est. La Niña),,,,,SI,,,,
BUENOS AIRES,9 de Julio,Manuel B. Gonnet (Est. French),SI,,,SI,SI,SI,SI,,
BUENOS AIRES,9 de Julio,Marcelino Ugarte (Est. Dennehy),,,,,SI,,SI,,
BUENOS AIRES,9 de Julio,Morea,,,,,,,,,
BUENOS AIRES,9 de Julio,Norumbega,,,,,,,SI,,
BUENOS AIRES,9 de Julio,Patricios,SI,,,,,SI,SI,,
BUENOS AIRES,9 de Julio,Villa General Fournier (Est. 9 de Julio Sud),,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Adolfo Alsina,Carhue,SI,,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcangel,,,,SI,SI,,SI,,
BUENOS AIRES,Adolfo Alsina,Delfin Huergo,,,,,,,,,
BUENOS AIRES,Adolfo Alsina,Espartillar,,,,,SI,,,,
BUENOS AIRES,Adolfo Alsina,Esteban Agustin Gascon,,,,SI,,,SI,,
BUENOS AIRES,Adolfo Alsina,La Pala,,,,,,,,,
BUENOS AIRES,Adolfo Alsina,Maza,,,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Escobar,Ingeniero Maschwitz,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Escobar,Loma Verde,,,,SI,SI,SI,,,
BUENOS AIRES,Escobar,Maquinista F. Savio (este),SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Escobar,Matheu,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Escobar,Puerto Parana,,,,,SI,SI,,,
BUENOS AIRES,Esteban Echeverria,9 De Abril,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Esteban Echeverria,Canning,SI,SI,,SI,SI,SI,SI,SI,
CATAMARCA,Fray Mamerto Esquiu,Collagasta,,,,,,,,,
CATAMARCA,Fray Mamerto Esquiu,El Hueco,,,,SI,,SI,,,
BUENOS AIRES,Adolfo Alsina,Rivera,,,,SI,SI,,SI,,
BUENOS AIRES,Adolfo Alsina,Thames,,,,,,,,,
BUENOS AIRES,Adolfo Alsina,Villa Margarita,,,,,,,,,
BUENOS AIRES,Adolfo Alsina,Yutuyaco,,,,,,,,,
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),SI,,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,,,,,,,SI,SI,
BUENOS AIRES,Adolfo Gonzales Chaves,Vasquez,,,,,SI,SI,SI,SI,
BUENOS AIRES,Alberti,Alberti (Est. Andres Vaccarezza),SI,,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Alberti,Coronel Segui,,,,,,,,,
BUENOS AIRES,Alberti,Mechita,SI,,,,SI,SI,,,
BUENOS AIRES,Alberti,Pla,,,,,,,SI,,
BUENOS AIRES,Alberti,Villa Grisolia (Est. Achupallas),,,,,SI,SI,,,
BUENOS AIRES,Alberti,Villa Maria,,,,,,,,,
BUENOS AIRES,Alberti,Villa Ortiz (Est. Coronel Mom),,,,,SI,SI,SI,,
MISIONES,Apostoles,Rincon de Azara,,,,,,,,,
MISIONES,Apostoles,San Jose,SI,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Almirante Brown,Adrogue,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Almirante Brown,Burzaco,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Almirante Brown,Claypole,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Almirante Brown,Don Orione,,SI,,,SI,SI,,SI,
BUENOS AIRES,Almirante Brown,Glew,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Almirante Brown,Jose Marmol,,SI,SI,SI,SI,SI,SI,SI,
CATAMARCA,Fray Mamerto Esquiu,La Tercena,,,,,,SI,,SI,
BUENOS AIRES,Almirante Brown,Longchamps,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Almirante Brown,Rafael Calzada,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Almirante Brown,San Francisco Solano,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Almirante Brown,San Jose,SI,SI,SI,SI,SI,SI,SI,SI,SI
MISIONES,Apostoles,Tres Capones,,,,,,,,,
MISIONES,Cainguas,1º de Mayo,,,,,SI,,,,
BUENOS AIRES,Exaltacion de la Cruz,Parada Orlando,,,,,,,,SI,SI
BUENOS AIRES,Exaltacion de la Cruz,Parada Robles - Pavon,SI,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,SI,,SI,SI,SI,SI,SI,,SI
BUENOS AIRES,Ezeiza,Canning,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Ezeiza,Carlos Spegazzini,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Ezeiza,Jose Maria Ezeiza,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Ezeiza,La Union,SI,SI,,SI,SI,SI,SI,,SI
MISIONES,Eldorado,Nueva Delicia,,,,,,,,,
MISIONES,Eldorado,Pueblo Nuevo,,,,,,,,,
BUENOS AIRES,Ezeiza,Tristan Suarez,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Florencio Varela,Bosques,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Florencio Varela,El Tropezon,,,,,SI,SI,,,
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,SI,SI,SI,SI,SI,SI,SI,,
BUENOS AIRES,Florencio Varela,Florencio Varela,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,SI,SI,SI,SI,SI,SI,SI,,
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Florencio Varela,La Capilla,,,,SI,SI,SI,SI,,
BUENOS AIRES,La Plata,Villa Parque Sicardi,,,,,SI,SI,,SI,
BUENOS AIRES,Lanus,Gerli,SI,SI,SI,SI,SI,SI,SI,,
BUENOS AIRES,Lanus,Lanus Este,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Lanus,Lanus Oeste,,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Lanus,Monte Chingolo,SI,SI,SI,SI,SI,SI,SI,,
BUENOS AIRES,Lanus,Remedios Escalada De San Martin,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Lanus,Valentin Alsina,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Laprida,Laprida,,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Laprida,Pueblo Nuevo,,,,,,,,SI,
BUENOS AIRES,Laprida,Pueblo San Jorge,,,,,,,SI,SI,
BUENOS AIRES,Las Flores,Coronel Boerr,,,,,,,,SI,
BUENOS AIRES,Las Flores,El Trigo,,,,SI,,,,SI,
BUENOS AIRES,Las Flores,Las Flores,SI,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Las Flores,Pardo,,,,,SI,SI,,SI,
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,SI,,,,SI,SI,,SI,
BUENOS AIRES,Leandro N. Alem,El Dorado,,,,,,,SI,SI,SI
BUENOS AIRES,Leandro N. Alem,Fortin Acha,,,,,,,,SI,
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,,SI,,,SI,SI,,SI,
BUENOS AIRES,Leandro N. Alem,Vedia,SI,,,SI,SI,SI,SI,SI,SI
CATAMARCA,Fray Mamerto Esquiu,Pomancillo Este,,,,,,,SI,,
BUENOS AIRES,Quilmes,Villa La Florida,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Ramallo,El Paraiso,,,,,,,SI,,
BUENOS AIRES,Ramallo,Las Bahamas,,,,,SI,SI,,,
BUENOS AIRES,Ramallo,Perez Millan,,,,SI,SI,SI,SI,,
BUENOS AIRES,Ramallo,Ramallo,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Ramallo,Villa General Savio (Est. Sanchez),,,,,SI,SI,,,
BUENOS AIRES,Ramallo,Villa Ramallo,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Rauch,Rauch,SI,,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Rivadavia,America,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Rivadavia,Fortin Olavarria,SI,,,SI,SI,SI,,,
BUENOS AIRES,Rivadavia,Gonzalez Moreno,,,,,SI,SI,,SI,
BUENOS AIRES,Rivadavia,Mira Pampa,,,,,,,,,
BUENOS AIRES,Rivadavia,Roosevelt,,,,,,,SI,,
BUENOS AIRES,Rivadavia,San Mauricio,,,,,,,,,
BUENOS AIRES,Rivadavia,Sansinena,,,,SI,SI,,SI,SI,
BUENOS AIRES,Rivadavia,Sundblad,,,,,,,,,
BUENOS AIRES,Rojas,Barrio Las Margaritas,,,,,,,,,
BUENOS AIRES,Rojas,La Beba,,,,,,,,,
BUENOS AIRES,Rojas,Las Carabelas,,,,SI,SI,,SI,SI,SI
BUENOS AIRES,Rojas,Los Indios,,,,,,,,,
BUENOS AIRES,Rojas,Rafael Obligado,,,,,SI,,,SI,
BUENOS AIRES,Rojas,Roberto Cano,,,,,,,,,
BUENOS AIRES,Rojas,Rojas,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Rojas,Sol de Mayo,,,,,,,,,
BUENOS AIRES,Rojas,Villa Manuel Pomar,,,,,,,,,
BUENOS AIRES,Rojas,Villa Parque Cecir,,,,,,,,,
BUENOS AIRES,Roque Perez,Carlos Beguerie,,,,,,,SI,SI,
CATAMARCA,Fray Mamerto Esquiu,Pomancillo Oeste,,,,,,,,,
CATAMARCA,Fray Mamerto Esquiu,San Antonio,,,,SI,SI,SI,,,
BUENOS AIRES,Arrecifes,Arrecifes,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Arrecifes,Todd,,,,SI,SI,SI,SI,,
BUENOS AIRES,Arrecifes,Viña,SI,SI,,,SI,SI,,,
BUENOS AIRES,Avellaneda,Area Reserva Cinturon Ecologico,,,,,SI,SI,,,
BUENOS AIRES,Avellaneda,Avellaneda,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Avellaneda,Crucesita,,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Avellaneda,Dock Sud,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Avellaneda,Gerli,,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Florencio Varela,Villa Brown,,SI,,SI,SI,SI,,,
BUENOS AIRES,Florencio Varela,Villa San Luis,,SI,,,SI,SI,,,
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,SI,SI,SI,SI,SI,SI,SI,,
BUENOS AIRES,Florencio Varela,Villa Vatteone,SI,SI,SI,SI,SI,SI,SI,,
BUENOS AIRES,Florentino Ameghino,Blaquier,,,,,SI,SI,SI,SI,SI
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,SI,,,SI,SI,SI,SI,,
BUENOS AIRES,Florentino Ameghino,Porvenir,,,,,,,,SI,
BUENOS AIRES,General Alvarado,Centinela del Mar,,,,,,,,SI,
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,,,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General Alvarado,Mar del Sur,,,SI,,SI,SI,SI,SI,
BUENOS AIRES,General Alvarado,Mechongue,SI,,,,SI,SI,SI,SI,
CATAMARCA,Paclin,La Viña,,,,,,,,SI,
CATAMARCA,Paclin,Las Lajas,,,,,,,,,SI
CATAMARCA,Paclin,Monte Potrero,,,,,SI,SI,,,
BUENOS AIRES,Lincoln,Arenaza,,,,SI,SI,SI,SI,,
BUENOS AIRES,Lincoln,Bayauca,,,,,SI,,SI,SI,
BUENOS AIRES,Lincoln,Bermudez,,,,,,,,,
BUENOS AIRES,Lincoln,Carlos Salas,,,,,,,,SI,
BUENOS AIRES,Lincoln,Coronel Martinez de Hoz (Ap. Kilometro 322),SI,,,,SI,SI,SI,,
BUENOS AIRES,Lincoln,El Triunfo,,,SI,SI,SI,SI,SI,,
BUENOS AIRES,Lincoln,Las Toscas,SI,,,,,,SI,,
BUENOS AIRES,Lincoln,Lincoln,SI,SI,SI,SI,SI,SI,SI,,
BUENOS AIRES,Lincoln,Pasteur,,,,,SI,SI,SI,SI,SI
BUENOS AIRES,Lincoln,Roberts,,,SI,SI,SI,SI,SI,,
BUENOS AIRES,Lincoln,Triunvirato,,,,,,,,,
